"Date (UTC)","Timestamp (UTC)","Donald Trump","Kamala Harris","Joe Biden","Nikki Haley","Gavin Newsom","Robert F. Kennedy Jr.","Ron DeSantis","Vivek Ramaswamy","Chris Christie","Elizabeth Warren","Bernie Sanders","AOC","Other Democrat Politician","Other Republican Politician","Kanye","Michelle Obama","Hillary Clinton"
"08-10-2024 15:00","1723302002","0.4615","0.511","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0045","0.0005","0.014","0.0015"
"08-10-2024 16:00","1723305601","0.4555","0.518","0.0005","0.004","0.0005","0.006","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.004","0.0005","0.0135","0.0015"
"08-10-2024 17:00","1723309202","0.4575","0.517","0.0005","0.004","0.0005","0.006","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.004","0.0005","0.014","0.0015"
"08-10-2024 18:00","1723312802","0.456","0.517","0.0005","0.0045","0.0005","0.006","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0035","0.0005","0.014","0.0015"
"08-10-2024 19:00","1723316401","0.4545","0.5215","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.004","0.0005","0.0135","0.0015"
"08-10-2024 20:00","1723320001","0.4505","0.5185","0.0005","0.004","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.004","0.0005","0.014","0.0015"
"08-10-2024 21:00","1723323601","0.452","0.516","0.0005","0.004","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0045","0.0005","0.014","0.0015"
"08-10-2024 22:00","1723327202","0.449","0.518","0.0005","0.0045","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0045","0.0005","0.014","0.0015"
"08-10-2024 23:00","1723330802","0.453","0.5175","0.0005","0.0045","0.0005","0.0065","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0045","0.0005","0.014","0.0015"
"08-11-2024 00:00","1723334401","0.453","0.515","0.0005","0.0045","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.003","0.0045","0.0005","0.014","0.0015"
"08-11-2024 01:00","1723338001","0.452","0.518","0.0005","0.0045","0.0005","0.006","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0045","0.0005","0.014","0.0015"
"08-11-2024 02:00","1723341602","0.4485","0.5165","0.0005","0.0045","0.0005","0.006","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0045","0.0005","0.0145","0.0015"
"08-11-2024 03:00","1723345201","0.456","0.517","0.0005","0.0045","0.0005","0.006","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.003","0.0045","0.0005","0.014","0.0015"
"08-11-2024 04:00","1723348801","0.455","0.5175","0.0005","0.0045","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0045","0.0005","0.0145","0.0015"
"08-11-2024 05:00","1723352402","0.4545","0.5175","0.0005","0.0045","0.0005","0.006","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0045","0.0005","0.0145","0.0015"
